ADDRESS,PRINCIPAL DUE, 
2904 N 24TH ST ,4671.94, 
2905 RIDGE AVE ,3509.43, 
2906 N 21ST ST ,21656.53, 
2907 HOPE ST ,638.49, 
2907 JUDSON ST ,290.53, 
2907 N 02ND ST ,843.81, 
2907 N 03RD ST ,2780.3, 
2907 N BONSALL ST ,5920.07, 
2910 N FAIRHILL ST ,3387.76, 
2910 N TANEY ST ,2058.59, 
2910 PALETHORP ST ,2457.61, 
2911 N TAYLOR ST ,5690.65, 
2911 W FLORA ST ,1210.27, 
2912 FRANKFORD AVE ,17742.78, 
2912 FRENCH ST ,3222.82, 
2912 HOPE ST ,821.72, 
2912 N 16TH ST ,5089.09, 
2913 N 13TH ST ,4982.02, 
2913 N CAMAC ST ,2569.27, 
2914 KENSINGTON AVE ,16341.41, 
2914 W ARIZONA ST ,3052.75, 
2914 W CLEMENTINE ST ,1458.03, 
2915 MASCHER ST ,1677.73, 
2915 N BAILEY ST ,5868.33, 
2915 N ORKNEY ST ,1573.07, 
2916 N 25TH ST ,8899.03, 
2916 N CROSKEY ST ,5746.06, 
2917 N 03RD ST ,2282.96, 
2917 ROSEHILL ST ,2603.17, 
2918 CECIL B MOORE AVE ,387.15, 
2918 E ST ,3307.1, 
2918 N 20TH ST ,4133.56, 
2918 N LAMBERT ST ,1528.4, 
2918 TURNER ST ,4189, 
2919 ELLA ST ,3069.72, 
2919 W NORRIS ST ,2602.18, 
2921 CECIL B MOORE AVE ,2248.63, 
2921 N 07TH ST ,159.17, 
2921 N 22ND ST ,5193.06, 
2921 W SUSQUEHANNA AVE ,8997.97, 
2922 MASCHER ST ,343.32, 
2923 N 12TH ST ,4542.46, 
2923 N 13TH ST ,2349.55, 
2923 N 23RD ST ,3715.15, 
2923 N MARSTON ST ,5675.63, 
2923 W GIRARD AVE ,1620.38, 
2923 W WISHART ST ,6331.82, 
2924 FRENCH ST ,1280.03, 
2924 N 12TH ST ,3416.94, 
2924 W CLEMENTINE ST ,2544.35, 
2925 N 13TH ST ,2096.95, 
2926 N BONSALL ST ,3982.87, 
2926 N CAMAC ST ,3691.03, 
2926 W GORDON ST ,4417.17, 
2928 ELLA ST ,567.59, 
2928 N BAILEY ST ,6402.4, 
2928 N STILLMAN ST ,5714.41, 
2928 W CLEMENTINE ST ,4223.71, 
2928 W OXFORD ST ,4806.13, 
2929 HARTVILLE ST ,8265.08, 
2929 N VAN PELT ST ,2320.45, 
2929 W FLORA ST ,3374.62, 
2930 N 22ND ST ,2891.92, 
2930 N 25TH ST ,3829.74, 
2931 FRENCH ST ,407.08, 
2931 HURLEY ST ,75.1, 
2931 MASCHER ST ,1231.09, 
2931 N BONSALL ST ,5527.76, 
2931 N CAMAC ST ,2114.07, 
2931 N STILLMAN ST ,5690.16, 
2931 W WISHART ST ,6878.06, 
2932 ARLAN AVE ,8841.81, 
2932 CECIL B MOORE AVE ,2443.51, 
2933 DIAMOND ST ,10028.85, 
2933 HURLEY ST ,5044.16, 
2933 N ORIANNA ST ,681.72, 
2933 N TANEY ST ,2449.09, 
2934 WESTMONT ST ,1599.76, 
2935 CHALMERS AVE ,7469.4, 
2935 ELLA ST ,2001.6, 
2935 N RINGGOLD ST ,6290.69, 
2935 W GORDON ST ,886.95, 
2936 CECIL B MOORE AVE ,2139.39, 
2936 KIP ST ,1794.5, 
2937 N PHILIP ST ,1130.9, 
2938 N TAYLOR ST ,861.43, 
2940 SOUTH ST ,76058.47, 
2941 N 08TH ST ,433.89, 
2941 N BAMBREY ST ,2118.8, 
2941 N TANEY ST ,3954.08, 
2943 N HANCOCK ST ,0, 
2943 W OAKDALE ST ,4343.95, 
2944 KNORR ST ,9934.16, 
2944 N 23RD ST ,2588.18, 
2945 W OAKDALE ST ,3889.97, 
2946 ELLA ST ,462.15, 
2946 FRENCH ST ,1140.14, 
2946 N BAMBREY ST ,1550.6, 
2947 GRANSBACK ST ,2744.58, 
2947 N PHILIP ST ,742.78, 
2948 N BAMBREY ST ,338.83, 
2948 N HICKS ST ,1379.85, 
2948 WESTMONT ST ,1319.98, 
2949 N 23RD ST ,7939.77, 
2951 DEVEREAUX AVE ,1237.44, 
2952 N 12TH ST ,4075.03, 
2953 ROSEHILL ST ,3158.47, 
2955 N 05TH ST ,3922.32, 
2955 ROSEHILL ST ,4186.92, 
2957 ELLA ST ,328.77, 
2958 N 23RD ST ,4148.82, 
2959 N FAIRHILL ST ,2187.67, 
2960 N 12TH ST ,3876.27, 
2960 N HICKS ST ,2625.7, 
2960 N RINGGOLD ST ,3915.62, 
2962 RUTH ST ,5785.05, 
2963 CEDAR ST ,3565.46, 
2967 RUTH ST ,3428.1, 
2968 KENSINGTON AVE ,14184.68, 
2971 MEMPHIS ST ,5358.12, 
2975 JANNEY ST ,3184.41, 
2992 CHATHAM ST ,1167.8, 
3 SOLAR WAY ,1425.97, 
30 MEEHAN AVE ,5576.06, 
30 N 57TH ST ,4928.16, 
30 S SALFORD ST ,15.54, 
30 S YEWDALL ST ,0, 
30 W JOHNSON ST ,174.25, 
300 E GRAVERS LN ,80056.24, 
3000 E TIOGA ST ,16384.8, 
3000 W LEHIGH AVE ,2805.99, 
3001 E ONTARIO ST ,6499.08, 
3001 KENSINGTON AVE ,24849.68, 
3001 LEVICK ST ,614.6, 
3001 N TANEY ST ,8874.94, 
3004 JUDSON ST ,4242.69, 
3004 N BROAD ST ,3117.62, 
3006 AGATE ST ,5918.96, 
3006 N 23RD ST ,3071.41, 
3007 N MARSHALL ST ,2488.48, 
3008 CLIFFORD ST ,9550.04, 
3008 N 07TH ST ,1913.21, 
3008 N 24TH ST ,4068.13, 
301 E INDIANA AVE ,3622.05, 
301 W COULTER ST ,3439.2, 
3010 N 08TH ST ,3724.61, 
3010 W OXFORD ST ,4236.55, 
3012 W LEHIGH AVE ,8014.91, 
3013 N SWANSON ST ,0, 
3014 N 06TH ST ,1966.27, 
3014 N 11TH ST ,1847.55, 
3014 N 24TH ST ,1924.38, 
3014 W THOMPSON ST ,1611.52, 
3015 N STILLMAN ST ,3253.04, 
3016 RUTH ST ,4743.92, 
3018 N 08TH ST ,3846.26, 
3018 N WOODSTOCK ST ,5857.81, 
302 E WILLIAM ST ,2573.49, 
3020 N WATER ST ,2203.09, 
3020 PAGE ST ,2231.48, 
3020 RICHMOND ST ,4248.75, 
3021 N WARNOCK ST ,1711.7, 
3023 N SYDENHAM ST ,5820.79, 
3025 N WARNOCK ST ,1557.41, 
3025 N WOODSTOCK ST ,2430.43, 
3025 W DAKOTA ST ,1234.94, 
3026 A ST ,2307.45, 
3026 RORER ST ,4389.93, 
3027 COLLINS ST ,2202.84, 
3027 JUDSON ST ,6702.53, 
3027 N LAMBERT ST ,5280.42, 
3027 W SEDGLEY AVE ,3206.98, 
3028 FRANKFORD AVE ,7432.06, 
3028 W DAUPHIN ST ,3204.4, 
3028 W HARPER ST ,3220.66, 
3029 COLLINS ST ,2202.84, 
303 E ALLEGHENY AVE ,2715.62, 
303 E STERNER ST ,1459.27, 
3030 N TANEY ST ,3707.39, 
3030 PAGE ST ,3052.42, 
3031 GERMANTOWN AVE ,7695.32, 
3031 REDNER ST ,4084.69, 
3032 N 05TH ST ,215.77, 
3032 W GORDON ST ,1918.78, 
3033 ARBOR ST ,1873.78, 
3035 N WATER ST ,4143.53, 
3036 N SWANSON ST ,2012.28, 
3036 N WARNOCK ST ,387.49, 
3036 W GORDON ST ,2753.06, 
3037 AMBER ST ,1414.65, 
3037 CORAL ST ,1874.26, 
3037 N 08TH ST ,598.7, 
3037 N 35TH ST ,2718.76, 
3037 N HUTCHINSON ST ,1106.08, 
3037 N WATER ST ,2578.18, 
3038 EDGEMONT ST ,0, 
3039 N SYDENHAM ST ,2353.31, 
3039 W NORRIS ST ,3030.11, 
3040 RORER ST ,1372.02, 
3041 N LAWRENCE ST ,1124.5, 
3041 RIDGE AVE ,1826.53, 
3041 W SEDGLEY AVE ,2214.97, 
3042 ARBOR ST ,1924.15, 
3042 N 16TH ST ,3731, 
3043 N 15TH ST ,57.5, 
3043 RIDGE AVE ,3160.36, 
3043 RORER ST ,404.48, 
3044 D ST B,3891.28, 
3045 RICHMOND ST ,9569.79, 
3045 RIDGE AVE ,5454.65, 
3046 E ST ,4015.52, 
3046 W COLONA ST ,1793.42, 
3046 W LEHIGH AVE ,1731.84, 
3047 E THOMPSON ST ,0, 
3047 GERMANTOWN AVE ,0, 
3047 N 09TH ST ,2759.05, 
3047 N FRANKLIN ST ,1871.72, 
3047 REDNER ST ,1583.12, 
3047 WEIKEL ST ,616.37, 
3049 HARTVILLE ST ,4501.79, 
3049 W SUSQUEHANNA AVE ,4604.4, 
3049 WHARTON ST ,7455.76, 
3050 JUDSON ST ,7374.9, 
3050 N HEMBERGER ST ,3796.87, 
3051 N CARLISLE ST ,6301.95, 
3052 AGATE ST ,5208.7, 
3052 N 05TH ST ,2344, 
3052 ROSEHILL ST ,7674.69, 
3053 N 22ND ST ,6900.84, 
3053 N HUTCHINSON ST ,332.12, 
3055 AGATE ST ,7023.4, 
3055 CORAL ST ,2646.75, 
3055 FRANKFORD AVE ,5047.14, 
3056 D ST ,5619.93, 
3056 ROSEHILL ST ,3419.84, 
3058 N 07TH ST ,1538.19, 
3058 N 25TH ST ,8096.17, 
3059 GERMANTOWN AVE ,635.43, 
306 BERKLEY ST ,13134.73, 
3060 N 15TH ST ,8483.87, 
3060 RUTH ST ,1801.91, 
3063 GERMANTOWN AVE ,1029.41, 
3064 N LAWRENCE ST ,3888.28, 
3067 COLLINS ST ,2.31, 
3069 COLLINS ST ,4772.78, 
3069 N SWANSON ST ,456.18, 
307 ELWOOD ST ,5570.36, 
3071 TILTON ST ,9515.9, 
3074 BRADDOCK ST ,2749.36, 
308 BERKLEY ST ,922.38, 
3081 JANNEY ST ,803.24, 
3084 JANNEY ST ,5318.92, 
3091 POTTER ST ,30.41, 
3098 ARAMINGO AVE ,3881.34, 
31 MANHEIM ST ,2761.67, 
31 N 50TH ST ,4698.52, 
31 S 54TH ST ,10890.21, 
31 S 61ST ST ,5241.2, 
31 S FALLON ST ,5296.32, 
31 SOLAR WAY ,1778.46, 
3100 MOUNT VERNON ST ,3089.33, 
3100 S 61ST ST ,10449.56, 
3101 ARBOR ST ,1345.65, 
3101 N BANCROFT ST ,3227.45, 
3102 EMERALD ST ,10147.75, 
3102 N BAMBREY ST ,2825.91, 
3103 CLIFFORD ST ,3157.71, 
3103 N 16TH ST ,6411.09, 
3105 BOUDINOT ST ,6091.59, 
3105 N 09TH ST ,2913.49, 
3105 N 13TH ST ,4096.39, 
3105 PAGE ST ,901.26, 
3106 FRANKFORD AVE ,14224.55, 
3107 N 13TH ST ,1232.55, 
3108 N MARSTON ST ,5892.54, 
3109 N BANCROFT ST ,5781.59, 
311 N 60TH ST ,2909.63, 
311 N REDFIELD ST ,2593.92, 
311 N SALFORD ST ,410.55, 
311 W SPRINGFIELD AVE ,131359.67, 
3110 FRENCH ST ,1393.01, 
3110 N MARSTON ST ,3384.6, 
3111 GRAYS FERRY AVE ,47720.35, 
3111 W NORRIS ST ,416.56, 
3112 HURLEY ST ,2531.85, 
3112 N 15TH ST ,3665.05, 
3113 N 17TH ST ,6027.4, 
3113 N 35TH ST ,5871.28, 
3114 N MARSTON ST ,5603.14, 
3114 RUTH ST ,3373.9, 
3115 N 17TH ST ,1407.08, 
3115 N HUTCHINSON ST ,1161.71, 
3115 W CUMBERLAND ST ,3867.04, 
3116 D ST ,7088.48, 
3116 N 25TH ST ,7149.02, 
3117 HARTVILLE ST ,2421.05, 
3117 W CUMBERLAND ST ,1133.19, 
3117 WESTMONT ST ,19.01, 
3118 N 22ND ST ,6547.96, 
3118 N CAMAC ST ,5855.96, 
3119 N 13TH ST ,5095.69, 
312 S 60TH ST ,6831.18, 
312 W ERIE AVE ,4772.94, 
3120 N 15TH ST ,5851.81, 
3120 N PARK AVE ,1350.35, 
3121 CLIFFORD ST ,2746.83, 
3121 DIAMOND ST ,520.78, 
3121 N 07TH ST ,1340.57, 
3121 N CARLISLE ST ,1725.6, 
3122 DIAMOND ST ,315.6, 
3122 FRENCH ST ,3715.59, 
3122 N PARK AVE ,1350.35, 
3123 N 09TH ST ,2112.69, 
3123 N 32ND ST ,7559.4, 
3123 N BAMBREY ST ,2380.34, 
3124 ARBOR ST ,2888.09, 
3124 N 08TH ST ,337.41, 
3124 N CARLISLE ST ,5703.65, 
3124 N PARK AVE ,1350.35, 
3125 DIAMOND ST ,315.6, 
3125 JUDSON ST ,2432.1, 
3125 N 29TH ST ,10908.06, 
3125 N TAYLOR ST ,0, 
3126 N 29TH ST ,7842.56, 
3126 N CAMAC ST ,2253.11, 
3126 N DARIEN ST ,1593.74, 
3126 N PARK AVE ,784.69, 
3126 RUTH ST ,9286.12, 
3126 W MONTGOMERY AVE ,2838.05, 
3127 ARBOR ST ,1059.64, 
3127 N CROSKEY ST ,1515.83, 
3127 N FRANKLIN ST ,2400.77, 
3127 N MARSTON ST ,5887.96, 
3127 WEYMOUTH ST ,5457.64, 
3128 N PARK AVE ,305.02, 
3129 HURLEY ST ,2667.07, 
3129 N 15TH ST ,1635.62, 
3129 N CARLISLE ST ,2767.01, 
313 E ALLEGHENY AVE ,285.95, 
3130 N PARK AVE ,790.77, 
3131 ARBOR ST ,1037.87, 
3131 W MONTGOMERY AVE ,569.9, 
3132 N MARSTON ST ,4509.12, 
3132 N PARK AVE ,784.69, 
3132 S 13TH ST ,11389.51, 
3133 N 24TH ST ,483.54, 
3134 N 22ND ST ,9716.39, 
3135 DIAMOND ST ,315.6, 
3135 N FRANKLIN ST ,1842.19, 
3136 HARTVILLE ST ,7753.95, 
3137 N FRANKLIN ST ,1933.82, 
3137 N HEMBERGER ST ,5640.79, 
3137 N PERCY ST ,1487.29, 
3138 N 24TH ST ,7057.05, 
3138 N CAMAC ST ,4522.41, 
3139 FONTAIN ST ,2931.8, 
314 W TULPEHOCKEN ST ,6812.14, 
3142 N 25TH ST ,826.32, 
3142 N PARK AVE ,1829.3, 
3143 N MARSTON ST ,3914.52, 
3143 RORER ST ,7586.35, 
3144 DIAMOND ST ,2073.33, 
3144 N PARK AVE ,489.7, 
3144 POTTER ST ,4811.7, 
3144 W YORK ST ,1349.21, 
3145 FOX ST ,6282.89, 
3145 KENSINGTON AVE ,7118.75, 
3145 N PATTON ST ,5027.71, 
3148 PENNOCK ST ,1574.82, 
3150 AMBER ST ,4043.88, 
3151 N 09TH ST ,1589.72, 
3154 N SHERIDAN ST ,543.12, 
3154 PENNOCK ST ,3849.75, 
3155 N 08TH ST ,1489.39, 
3157 ARAMINGO AVE ,4361.64, 
3159 N STILLMAN ST ,3954, 
316 S 60TH ST ,2468.31, 
316 W CAMBRIA ST ,1220.44, 
317 N PRESTON ST ,5119.28, 
317 ZERALDA ST ,25, 
318 E TIOGA ST ,6335.79, 
318 E WILLIAM ST ,4674.51, 
318 W CHELTEN AVE ,0, 
318 W RAYMOND ST ,8071.17, 
32 N 51ST ST ,6068.26, 
3200 CLIFFORD ST ,5924.67, 
3200 N 05TH ST ,4515.54, 
3201 CECIL B MOORE AVE ,2233.39, 
3202 LATONA ST ,1464.93, 
3203 CECIL B MOORE AVE ,2889.34, 
3203 POTTER ST ,8122.14, 
3204 BIRCH RD ,0, 
3204 COTTMAN AVE ,0, 
3206 CLIFFORD ST ,1790.1, 
3208 CECIL B MOORE AVE ,929.02, 
3208 W YORK ST ,3019.72, 
321 E ROOSEVELT BLV ,2560.67, 
321 N 63RD ST ,3005.3, 
3211 SHELBOURNE ST ,4078.65, 
3211 W OXFORD ST ,3020.01, 
3212 ARLINGTON ST ,80.09, 
3213 N CARLISLE ST ,7003.44, 
3213 N DOVER ST ,6688.14, 
3213 W BERKS ST ,922.61, 
3214 N 25TH ST ,3387.33, 
3214 W GORDON ST ,3686.71, 
3215 W NORRIS ST ,3848.8, 
3216 N CARLISLE ST ,974.93, 
3219 LATONA ST ,1077.96, 
3219 N BAMBREY ST ,8451.53, 
322 BELGRADE ST ,0, 
322 LEVERINGTON AVE ,8553.65, 
322 N SALFORD ST ,3543.42, 
322 POPLAR ST ,20969.66, 
322 WIOTA ST ,4876.86, 
3221 TURNER ST ,994.79, 
3222 FONTAIN ST ,4105.62, 
3222 W SUSQUEHANNA AVE ,10747.33, 
3223 ARLINGTON ST ,599.44, 
3223 N 25TH ST ,6749.33, 
3223 N NEWKIRK ST ,8068.01, 
3224 E ST ,5137.54, 
3224 HOPE ST ,4304.22, 
3224 N 17TH ST ,6536.91, 
3225 N 15TH ST ,13192.4, 
3225 SPRING GARDEN ST ,24.33, 
3226 N SPANGLER ST ,9245.64, 
3227 N 07TH ST ,1161.32, 
3227 SPRING GARDEN ST ,24.33, 
3228 N 07TH ST ,1137.58, 
3229 HURLEY ST ,3152.65, 
3229 N BAILEY ST ,3161.68, 
323 E SOMERSET ST ,1450.1, 
323 HORTON ST ,5685.8, 
323 W GIRARD AVE ,10105.04, 
3230 TURNER ST ,2416.63, 
3231 N REESE ST ,2061.12, 
3232 N 27TH ST ,8097.32, 
3235 N RANDOLPH ST ,1365.05, 
3236 N 19TH ST ,29597.28, 
3236 N FAIRHILL ST ,934.11, 
3237 KEIM ST ,1958.15, 
3237 N SYDENHAM ST ,2620.08, 
3237 POWELTON AVE ,12070.96, 
324 BERKLEY ST ,13193.8, 
324 E THOMPSON ST ,5270.46, 
324 FERN ST ,1993.33, 
324 N AMERICAN ST ,14219.97, 
3240 GRANSBACK ST ,5192.61, 
3240 N 22ND ST ,10195.07, 
3241 N STILLMAN ST ,3589.35, 
3242 N 13TH ST ,5939.6, 
3243 HOPE ST ,4625.56, 
3243 N MARSTON ST ,8044.71, 
3244 GERMANTOWN AVE ,4212.65, 
3249 N PARK AVE ,6860.64, 
325 HORTON ST ,4552.93, 
325 N FELTON ST ,6658.84, 
325 W FISHER AVE ,1003.94, 
3250 EMERY ST ,2544.29, 
3250 KEIM ST ,4354.44, 
3250 N CARLISLE ST ,10040.09, 
3250 N DOVER ST ,3179.11, 
3251 N NEWKIRK ST ,5742.57, 
3252 GRANSBACK ST ,1124.98, 
3252 N 06TH ST ,3836.99, 
3258 N 17TH ST ,9404.68, 
3259 RORER ST ,3032.11, 
3260 JOYCE ST ,2468.49, 
3262 N MARSTON ST ,7915.1, 
3264 KENSINGTON AVE ,4146.08, 
328 N ROBINSON ST ,10216.86, 
3281 FOX ST ,45419.51, 
33 E CLAPIER ST ,2840.75, 
33 S 54TH ST ,3636.38, 
33 W DUVAL ST ,2781.35, 
33 W UPSAL ST ,14607.9, 
330 E ARMAT ST ,10582.97, 
330 E ROOSEVELT BLV ,15038.77, 
3300 C ST ,0, 
3300 N 21ST ST ,1046.93, 
3301 N BOUVIER ST ,9397.33, 
3302 GERMANTOWN AVE ,12371.14, 
3303 N 11TH ST ,294.43, 
3304 ELLA ST ,1528.43, 
3306 W ALLEGHENY AVE ,9038.84, 
3309 N 21ST ST ,908.22, 
3309 S GALLOWAY ST ,331714.85, 
3309 SPRING GARDEN ST ,0, 
331 N 52ND ST ,15236.47, 
331 N GROSS ST ,9930.98, 
331 PORTER ST ,4261.82, 
3310 N HOWARD ST ,2140.56, 
3312 ELLA ST ,4602.47, 
3312 N 15TH ST ,3621.7, 
3313 ARGYLE ST ,4199.87, 
3313 B ST ,3412.01, 
3313 SPRING GARDEN ST ,339, 
3315 N PARK AVE ,10174.38, 
3315 RAND ST ,2731.44, 
3317 N 13TH ST ,5664.27, 
3317 N AMERICAN ST ,1259.17, 
3317 N FAIRHILL ST ,1887.37, 
3318 N UBER ST ,2154.85, 
3319 A ST ,2878.07, 
3319 SPRING GARDEN ST ,624.51, 
332 E GORGAS LN ,7269.36, 
3321 B ST ,0, 
3322 N 16TH ST ,2233.32, 
3323 N 02ND ST ,2630.41, 
3323 N REESE ST ,791.84, 
3323 PALETHORP ST ,3025.91, 
3325 N 18TH ST ,8427.82, 
3325 PALETHORP ST ,7785.84, 
3326 N WATER ST ,6701.18, 
3327 B ST ,12428.41, 
333 W QUEEN LN ,9848.73, 
3330 N WATER ST ,6389.63, 
3331 ELLA ST ,5298.02, 
3331 N 18TH ST ,7748.39, 
3331 N WATER ST ,2570.42, 
3331 PALETHORP ST ,1993.98, 
3332 B ST ,1068.82, 
3333 N GRATZ ST ,6178.88, 
3333 RAND ST ,3466.19, 
3334 AMBER ST ,5932.52, 
3337 W SERGEANT ST ,2322.03, 
3339 N FRONT ST ,5343.02, 
334 E SOMERSET ST ,3108.34, 
3340 N FRONT ST ,1944.79, 
3341 BRANDYWINE ST ,6172.55, 
3344 I ST ,1957.47, 
3344 N 18TH ST ,9120.72, 
3345 POTTER ST ,6238.06, 
3346 ELLA ST ,4264.77, 
3346 N LEE ST ,2169.41, 
3346 N PHILIP ST ,728.63, 
3348 FRANKFORD AVE ,5245.17, 
3348 N SMEDLEY ST ,3941.39, 
3349 RIDGE AVE ,5399.2, 
335 S 12TH ST 4A,4446.47, 
3350 N FRONT ST ,7644.18, 
3351 AMBER ST ,5164.66, 
3351 COTTMAN AVE ,0, 
3351 I ST ,4975.11, 
3354 MASCHER ST ,1729.85, 
3354 N FRONT ST ,4196.7, 
3356 N 22ND ST ,11060.67, 
3360 RAND ST ,3044.23, 
34 E SELTZER ST ,2497.86, 
34 N FRAZIER ST ,6026.26, 
34 S 62ND ST ,7353.48, 
340 N ROBINSON ST ,9326.4, 
3400 GRAYS FERRY AVE ,1967.33, 
3400 JUDSON ST ,4629.92, 
3400 N 08TH ST ,2025.57, 
3400 OAKMONT ST ,14.27, 
3401 FRANKFORD AVE ,2048.34, 
3401 N 11TH ST ,8020.66, 
3402 B ST ,2689.7, 
3404 N 19TH ST ,20213.92, 
3405 W CLEARFIELD ST ,3050.16, 
3407 GOODMAN ST ,2402.55, 
3407 N 17TH ST ,3354.64, 
3408 HURLEY ST ,5680.16, 
3408 N 19TH ST ,6580.26, 
3408 ORMES ST ,663.34, 
341 HORTON ST ,5392.06, 
341 N ROBINSON ST ,9740.65, 
3410 N 19TH ST ,6357.05, 
3411 N 16TH ST ,3814.08, 
3411 N ORIANNA ST ,1712.24, 
3412 N 22ND ST ,1651.51, 
3412 W CLEARFIELD ST ,8920.53, 
3413 N 18TH ST ,6041.83, 
3414 KEIM ST ,7361.4, 
3414 N 03RD ST ,10.08, 
3414 N 22ND ST ,1651.51, 
3416 EMERALD ST ,5149.15, 
3417 KENSINGTON AVE ,7723.68, 
3417 N MARSHALL ST ,1681.22, 
3417 N REESE ST ,656.88, 
3418 CRYSTAL ST ,7007.61, 
3419 JUDSON ST ,9071.85, 
3421 E ST ,7180.73, 
3421 W CLEARFIELD ST ,3525.11, 
3422 N 22ND ST ,10183.31, 
3422 TAMPA ST ,1566.81, 
3423 HOPE ST ,1335.68, 
3424 N AMERICAN ST ,692.95, 
3425 AMBER ST ,6754.42, 
3425 KENSINGTON AVE ,3011.76, 
3426 CRYSTAL ST ,3598.27, 
3428 N 16TH ST ,6034.7, 
3429 N 18TH ST ,11865.88, 
3430 N 06TH ST ,2043.14, 
3430 N 10TH ST ,1521.94, 
3430 N 16TH ST ,5593.01, 
3433 ARBOR ST ,5858.12, 
3436 MASCHER ST ,2768.41, 
3437 ELLA ST ,2271.68, 
3438 N 16TH ST ,3376.38, 
3439 N 18TH ST ,1255.62, 
3440 HELEN ST ,5473.19, 
3440 MASCHER ST ,915.72, 
3441 N 10TH ST ,4675.95, 
3441 N 15TH ST ,3513.29, 
3446 N 08TH ST ,415.39, 
3448 N PHILIP ST ,674.47, 
3450 N 02ND ST ,2315.22, 
3452 KIP ST ,3331.49, 
3453 N 03RD ST ,3579.85, 
3455 SUNNYSIDE AVE ,1155.42, 
3456 D ST ,4488.72, 
3457 N 03RD ST ,3551.43, 
3457 N LEE ST ,3573.49, 
3458 KEIM ST ,3583.88, 
3459 N LEE ST ,3524.98, 
3459 SUNNYSIDE AVE ,1155.42, 
346 E CHELTEN AVE ,9812.3, 
346 N 61ST ST ,3029.14, 
346 N SALFORD ST ,4560.81, 
3460 EMERALD ST ,6628.99, 
3465 DILLMAN ST ,1160.49, 
3468 E ST ,5991.78, 
348 E CHELTEN AVE ,11144.65, 
348 N SALFORD ST ,5603.42, 
3487 EMERALD ST ,3371.19, 
349 N 60TH ST ,4677.26, 
349 N 64TH ST ,0, 
350 E CHELTEN AVE ,12511.62, 
350 SHEDAKER ST ,6068.54, 
3500 SPRING GARDEN ST ,9268.45, 
3500 WALLACE ST ,851.09, 
3501 N 08TH ST ,2103.4, 
3506 N 24TH ST ,9187.67, 
3507 N 08TH ST ,1373.79, 
3507 N 09TH ST ,2256.16, 
3508 K ST ,6093.44, 
3508 N 23RD ST ,4277.72, 
3509 N LEE ST ,3750.76, 
3509 OLD YORK RD ,18719.64, 
3514 N 07TH ST ,1635.21, 
3514 SOLLY AVE ,24646.1, 
3516 N WARNOCK ST ,2851.24, 
3517 HAVERFORD AVE ,8951.06, 
3517 N 07TH ST ,1188.02, 
3519 DRUMORE DR ,5092.79, 
3519 N 22ND ST ,608.2, 
3520 N 17TH ST ,5543.44, 
3521 INDIAN QUEEN LN ,18153.49, 
3521 RAND ST ,3937.97, 
3525 N PHILIP ST ,1793.05, 
3526 N WATER ST ,2332.67, 
3527 N WARNOCK ST ,3004.83, 
3528 JUDSON ST ,11300.81, 
353 HORTON ST ,7035.14, 
3530 N 18TH ST ,8990.48, 
3531 N 24TH ST ,9715.41, 
3534 EMERALD ST ,6241.09, 
3535 JOYCE ST ,3769.81, 
3535 N 06TH ST ,1582.24, 
3535 N SYDENHAM ST ,2267.84, 
3535 VISTA ST ,0, 
3536 MANTUA AVE ,4630.48, 
3536 N CAMAC ST ,3215.99, 
3536 N LAWRENCE ST ,2593.81, 
3538 N 11TH ST ,2918.9, 
3540 N 17TH ST ,2280.85, 
3540 N CARLISLE ST ,2535.87, 
3541 N MARVINE ST ,697.6, 
3542 ELLA ST ,1950.51, 
3542 N 06TH ST ,1619.35, 
3542 N 17TH ST ,3447.24, 
3543 N 05TH ST ,1348.53, 
3543 N WARNOCK ST ,2238.6, 
3544 N CAMAC ST ,2822, 
3545 OLD YORK RD ,1455.6, 
3546 MANTUA AVE ,4404.22, 
3548 MANTUA AVE ,6239.84, 
3550 KENSINGTON AVE ,1580.06, 
3559 JASPER ST ,7966.54, 
3561 JASPER ST ,7966.54, 
3563 JASPER ST ,7966.54, 
3568 JOYCE ST ,13301.53, 
3569 JASPER ST ,7966.54, 
3570 JOYCE ST ,5149.15, 
3571 JASPER ST ,7966.54, 
3573 JASPER ST ,7966.54, 
3589 NOTTINGHAM LN ,13574.03, 
36 N 51ST ST ,10466.53, 
36 REGER ST ,548.73, 
360 N SIMPSON ST ,14465.25, 
3602 FRANKFORD AVE ,4634.07, 
3606 N 09TH ST ,1470.95, 
3609 N 08TH ST ,1753.32, 
3612 HAVERFORD AVE ,4976.37, 
3612 N WARNOCK ST ,978.06, 
3616 N WARNOCK ST ,3027.63, 
3617 N 21ST ST ,9588.99, 
3618 D ST ,36439.62, 
3618 N 18TH ST ,2531.5, 
3623 N CAMAC ST ,1718.22, 
3624 N 09TH ST ,2144.46, 
3627 N 16TH ST ,1209.68, 
3627 N 21ST ST ,6393.8, 
3628 N WARNOCK ST ,3027.63, 
3629 N 11TH ST ,1456.67, 
3629 N MARVINE ST ,7147.14, 
3630 N CAMAC ST ,2281.07, 
3631 N MARVINE ST ,2593.85, 
3633 SEPVIVA ST ,1114.7, 
3639 N 03RD ST ,4128.34, 
3639 N PERCY ST ,3676.3, 
364 CHURCH LN ,11281.95, 
364 MEEHAN AVE ,30978.2, 
3640 SEPVIVA ST ,939.45, 
3642 N 17TH ST ,7335.89, 
3644 N LAWRENCE ST ,7643.57, 
